num_keys,load_factor,insert_16,find_16_100,find_16_50,find_16_0,insert_32,find_32_100,find_32_50,find_32_0,
20000000,0.6,2.00239,1.32676,1.67121,2,2.00238,1.33501,1.67159,2,
20000000,0.65,2.00258,1.32806,1.67132,2,2.00259,1.3357,1.67166,2,
20000000,0.7,2.0028,1.32904,1.67133,2,2.00278,1.33619,1.67164,2,
20000000,0.75,2.00299,1.33003,1.67144,2,2.00297,1.33672,1.67165,2,
20000000,0.8,2.00318,1.33086,1.67145,2,2.00317,1.33703,1.67164,2,
20000000,0.82,2.00326,1.33107,1.67146,2,2.00325,1.33724,1.67165,2,
20000000,0.84,2.00333,1.33144,1.67149,2,2.00333,1.33737,1.67164,2,
20000000,0.86,-5e-08,-5e-08,-5e-08,-5e-08,2.00341,1.33753,1.67163,2,
20000000,0.88,-5e-08,-5e-08,-5e-08,-5e-08,2.0035,1.33771,1.67167,2,
20000000,0.9,-5e-08,-5e-08,-5e-08,-5e-08,2.00358,1.33778,1.67163,2,
20000000,0.91,-5e-08,-5e-08,-5e-08,-5e-08,2.00361,1.33786,1.67167,2,
20000000,0.92,-5e-08,-5e-08,-5e-08,-5e-08,2.00365,1.33788,1.67165,2,
20000000,0.93,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,
20000000,0.94,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,
20000000,0.95,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,
20000000,0.96,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,
20000000,0.97,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,
20000000,0.98,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,
20000000,0.99,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,
