num_keys,load_factor,insert_16,find_16_100,find_16_50,find_16_0,insert_32,find_32_100,find_32_50,find_32_0,
20000000,0.6,2.00189,1.32673,1.67122,2,2.00182,1.33498,1.67158,2,
20000000,0.65,2.00204,1.32799,1.67128,2,2.00196,1.33562,1.67158,2,
20000000,0.7,2.00219,1.32904,1.67135,2,2.00211,1.3362,1.67162,2,
20000000,0.75,2.00236,1.32999,1.67142,2,2.00226,1.33665,1.67162,2,
20000000,0.8,2.00251,1.33078,1.67142,2,2.00242,1.33707,1.67165,2,
20000000,0.82,2.00257,1.33117,1.67152,2,2.00247,1.33723,1.67162,2,
20000000,0.84,2.00262,1.33142,1.67152,2,2.00253,1.33737,1.67164,2,
20000000,0.86,-5e-08,-5e-08,-5e-08,-5e-08,2.00259,1.33762,1.67168,2,
20000000,0.88,-5e-08,-5e-08,-5e-08,-5e-08,2.00265,1.3377,1.67166,2,
20000000,0.9,-5e-08,-5e-08,-5e-08,-5e-08,2.0027,1.33775,1.67158,2,
20000000,0.91,-5e-08,-5e-08,-5e-08,-5e-08,2.00272,1.33782,1.6716,2,
20000000,0.92,-5e-08,-5e-08,-5e-08,-5e-08,2.00276,1.33788,1.67165,2,
20000000,0.93,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,
20000000,0.94,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,
20000000,0.95,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,
20000000,0.96,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,
20000000,0.97,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,
20000000,0.98,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,
20000000,0.99,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,-5e-08,
